State,District,Year,Crop,Season,Area (Hectare),Production (Bales),Production (Nuts),Production (Tonnes),Yield (Bales/Hectare),Yield (Nuts/Hectare),Yield (Tonne/Hectare),Avg_Temp,Total_Rainfall,Avg_Humidity
Chhattisgarh,Bemetara,2021,Sweet potato,Whole Year,46.0,,,267.0,,,5.8,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Turmeric,Whole Year,152.0,,,407.0,,,2.68,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2022,Banana,Whole Year,637.0,,,9297.0,,,14.59,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Coriander,Whole Year,638.0,,,204.0,,,0.32,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Cotton(lint),Whole Year,3639.0,2257.0,,,0.62,,,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Dry chillies,Whole Year,280.0,,,281.0,,,1.0,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Ginger,Whole Year,32.0,,,40.0,,,1.25,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Jowar,Whole Year,39.0,,,46.0,,,1.18,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Onion,Whole Year,106.0,,,630.0,,,5.94,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Sugarcane,Whole Year,4092.0,,,10609.0,,,2.59,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Sunflower,Whole Year,1.0,,,1.0,,,1.0,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Sweet potato,Whole Year,25.0,,,150.0,,,6.0,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bemetara,2022,Turmeric,Whole Year,98.0,,,237.0,,,2.42,25.686356164383565,1434.23,62.16950684931508
Chhattisgarh,Bijapur,2015,Banana,Whole Year,6.0,,,100.0,,,16.67,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Coconut,Whole Year,21.0,,,,,0.0,,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Coriander,Whole Year,1.0,,,,,,0.0,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Dry chillies,Whole Year,34.0,,,5.0,,,0.15,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Jowar,Whole Year,273.0,,,217.0,,,0.79,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Onion,Whole Year,1.0,,,7.0,,,7.0,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Sweet potato,Whole Year,12.0,,,47.0,,,3.92,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2015,Turmeric,Whole Year,17.0,,,12.0,,,0.71,26.65405479452055,1248.05,62.374
Chhattisgarh,Bijapur,2016,Banana,Whole Year,5.0,,,120.0,,,24.0,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Coriander,Whole Year,1.0,,,,,,0.0,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Dry chillies,Whole Year,46.0,,,15.0,,,0.33,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Jowar,Whole Year,262.0,,,338.0,,,1.29,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Onion,Whole Year,1.0,,,6.0,,,6.0,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Sweet potato,Whole Year,18.0,,,89.0,,,4.94,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2016,Turmeric,Whole Year,12.0,,,8.0,,,0.67,26.571092896174864,1603.14,62.53232240437158
Chhattisgarh,Bijapur,2017,Banana,Whole Year,4.0,,,93.0,,,23.25,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Coriander,Whole Year,1.0,,,,,,0.0,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Dry chillies,Whole Year,48.0,,,11.0,,,0.23,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Ginger,Whole Year,1.0,,,1.0,,,1.0,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Jowar,Whole Year,240.0,,,60.0,,,0.25,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Sweet potato,Whole Year,16.0,,,84.0,,,5.25,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2017,Turmeric,Whole Year,11.0,,,7.0,,,0.64,26.51317808219178,1532.1699999999998,61.32060273972604
Chhattisgarh,Bijapur,2018,Banana,Whole Year,1.0,,,43.0,,,43.0,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Coriander,Whole Year,1.0,,,,,,0.0,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Dry chillies,Whole Year,44.0,,,10.0,,,0.23,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Jowar,Whole Year,209.0,,,34.0,,,0.16,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Sugarcane,Whole Year,1.0,,,,,,0.0,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Sweet potato,Whole Year,16.0,,,88.0,,,5.5,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2018,Turmeric,Whole Year,15.0,,,6.0,,,0.4,26.385561643835615,1335.5299999999997,60.456794520547945
Chhattisgarh,Bijapur,2019,Banana,Whole Year,3.0,,,55.0,,,18.33,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Coconut,Whole Year,21.0,,,,,0.0,,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Coriander,Whole Year,1.0,,,,,,0.0,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Dry chillies,Whole Year,27.0,,,14.0,,,0.52,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Jowar,Whole Year,181.0,,,48.0,,,0.27,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Sugarcane,Whole Year,1.0,,,4.0,,,4.0,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Sweet potato,Whole Year,8.0,,,42.0,,,5.25,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2019,Turmeric,Whole Year,8.0,,,9.0,,,1.13,26.858547945205476,1681.68,63.12221917808219
Chhattisgarh,Bijapur,2020,Banana,Whole Year,2.0,,,111.0,,,55.5,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Coconut,Whole Year,21.0,,0.0,,,0.0,,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Cotton(lint),Whole Year,2.0,2.0,,,1.0,,,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Dry chillies,Whole Year,21.0,,,14.0,,,0.67,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Jowar,Whole Year,150.0,,,40.0,,,0.27,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Sweet potato,Whole Year,5.0,,,36.0,,,7.2,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2020,Turmeric,Whole Year,3.0,,,3.0,,,1.0,26.234836065573766,1806.4500000000003,68.56475409836065
Chhattisgarh,Bijapur,2021,Banana,Whole Year,1.0,,,0.0,,,0.0,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Coconut,Whole Year,21.0,,0.0,,,0.0,,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Cotton(lint),Whole Year,2.0,0.0,,,0.0,,,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Dry chillies,Whole Year,33.0,,,14.0,,,0.42,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Jowar,Whole Year,113.0,,,11.0,,,0.1,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Onion,Whole Year,1.0,,,10.0,,,10.0,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Sweet potato,Whole Year,9.0,,,65.0,,,7.22,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2021,Turmeric,Whole Year,6.0,,,7.0,,,1.17,26.419123287671233,1342.23,65.29375342465754
Chhattisgarh,Bijapur,2022,Banana,Whole Year,1.0,,,55.0,,,55.0,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bijapur,2022,Dry chillies,Whole Year,25.0,,,10.0,,,0.4,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bijapur,2022,Ginger,Whole Year,1.0,,,2.0,,,2.0,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bijapur,2022,Jowar,Whole Year,62.0,,,18.0,,,0.29,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bijapur,2022,Sweet potato,Whole Year,6.0,,,31.0,,,5.17,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bijapur,2022,Turmeric,Whole Year,3.0,,,4.0,,,1.33,26.36717808219178,1840.43,65.3998904109589
Chhattisgarh,Bilaspur,2015,Coriander,Whole Year,11.0,,,3.0,,,0.27,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Dry chillies,Whole Year,562.0,,,210.0,,,0.37,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Garlic,Whole Year,20.0,,,70.0,,,3.5,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Ginger,Whole Year,60.0,,,75.0,,,1.25,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Jowar,Whole Year,329.0,,,328.0,,,1.0,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Onion,Whole Year,221.0,,,1503.0,,,6.8,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Sugarcane,Whole Year,53.0,,,169.0,,,3.19,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2015,Sweet potato,Whole Year,68.0,,,479.0,,,7.04,26.254739726027395,1153.8100000000002,58.53060273972602
Chhattisgarh,Bilaspur,2016,Coriander,Whole Year,27.0,,,7.0,,,0.26,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Dry chillies,Whole Year,492.0,,,268.0,,,0.54,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Garlic,Whole Year,14.0,,,50.0,,,3.57,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Ginger,Whole Year,50.0,,,64.0,,,1.28,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Jowar,Whole Year,312.0,,,480.0,,,1.54,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Onion,Whole Year,218.0,,,825.0,,,3.78,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Sugarcane,Whole Year,47.0,,,133.0,,,2.83,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2016,Sweet potato,Whole Year,59.0,,,447.0,,,7.58,26.584863387978142,1273.02,56.45549180327868
Chhattisgarh,Bilaspur,2017,Coriander,Whole Year,11.0,,,3.0,,,0.27,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Dry chillies,Whole Year,322.0,,,87.0,,,0.27,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Garlic,Whole Year,14.0,,,53.0,,,3.79,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Ginger,Whole Year,30.0,,,38.0,,,1.27,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Jowar,Whole Year,280.0,,,406.0,,,1.45,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Onion,Whole Year,123.0,,,969.0,,,7.88,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Sugarcane,Whole Year,63.0,,,47.0,,,0.75,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2017,Sweet potato,Whole Year,46.0,,,299.0,,,6.5,26.708602739726032,1207.3700000000001,55.44890410958904
Chhattisgarh,Bilaspur,2018,Coriander,Whole Year,32.0,,,9.0,,,0.28,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Dry chillies,Whole Year,507.0,,,288.0,,,0.57,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Garlic,Whole Year,14.0,,,53.0,,,3.79,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Ginger,Whole Year,21.0,,,27.0,,,1.29,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Jowar,Whole Year,117.0,,,91.0,,,0.78,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Onion,Whole Year,160.0,,,1160.0,,,7.25,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Sugarcane,Whole Year,118.0,,,27.0,,,0.23,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Sunflower,Whole Year,39.0,,,7.0,,,0.18,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Sweet potato,Whole Year,21.0,,,159.0,,,7.57,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2018,Turmeric,Whole Year,2.0,,,2.0,,,1.0,26.440657534246576,1099.53,53.7306301369863
Chhattisgarh,Bilaspur,2019,Banana,Whole Year,12.0,,,,,,0.0,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Coriander,Whole Year,105.0,,,28.0,,,0.27,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Dry chillies,Whole Year,259.0,,,158.0,,,0.61,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Ginger,Whole Year,1.0,,,1.0,,,1.0,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Jowar,Whole Year,4.0,,,6.0,,,1.5,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Onion,Whole Year,93.0,,,676.0,,,7.27,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Sugarcane,Whole Year,98.0,,,176.0,,,1.8,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Sweet potato,Whole Year,3.0,,,23.0,,,7.67,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2019,Turmeric,Whole Year,6.0,,,6.0,,,1.0,26.22778082191781,1507.2299999999998,58.800958904109585
Chhattisgarh,Bilaspur,2020,Banana,Whole Year,53.0,,,1178.0,,,22.23,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Coriander,Whole Year,9.0,,,2.0,,,0.22,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Cotton(lint),Whole Year,45.0,71.0,,,1.58,,,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Dry chillies,Whole Year,224.0,,,157.0,,,0.7,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Ginger,Whole Year,2.0,,,3.0,,,1.5,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Jowar,Whole Year,5.0,,,8.0,,,1.6,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Onion,Whole Year,58.0,,,343.0,,,5.91,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Sugarcane,Whole Year,97.0,,,120.0,,,1.24,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Sunflower,Whole Year,5.0,,,3.0,,,0.6,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Sweet potato,Whole Year,13.0,,,117.0,,,9.0,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2020,Turmeric,Whole Year,10.0,,,12.0,,,1.2,24.808743169398905,1689.6399999999999,68.12915300546447
Chhattisgarh,Bilaspur,2021,Banana,Whole Year,39.0,,,239.0,,,6.13,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Coriander,Whole Year,64.0,,,17.0,,,0.27,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Cotton(lint),Whole Year,61.0,96.0,,,1.57,,,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Dry chillies,Whole Year,169.0,,,93.0,,,0.55,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Ginger,Whole Year,2.0,,,3.0,,,1.5,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Jowar,Whole Year,1.0,,,1.0,,,1.0,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Onion,Whole Year,36.0,,,278.0,,,7.72,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Sugarcane,Whole Year,95.0,,,3380.0,,,35.58,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Sunflower,Whole Year,1.0,,,1.0,,,1.0,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Sweet potato,Whole Year,2.0,,,18.0,,,9.0,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2021,Turmeric,Whole Year,10.0,,,12.0,,,1.2,25.70364383561644,1443.88,60.984849315068494
Chhattisgarh,Bilaspur,2022,Banana,Whole Year,56.0,,,102.0,,,1.82,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Coriander,Whole Year,42.0,,,11.0,,,0.26,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Cotton(lint),Whole Year,90.0,53.0,,,0.59,,,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Dry chillies,Whole Year,114.0,,,63.0,,,0.55,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Ginger,Whole Year,3.0,,,3.0,,,1.0,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Jowar,Whole Year,6.0,,,2.0,,,0.33,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Onion,Whole Year,17.0,,,163.0,,,9.59,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Sugarcane,Whole Year,50.0,,,62.0,,,1.24,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Bilaspur,2022,Turmeric,Whole Year,2.0,,,2.0,,,1.0,25.789917808219176,1433.71,61.202246575342464
Chhattisgarh,Dantewada,2015,Banana,Whole Year,63.0,,,1065.0,,,16.9,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Coconut,Whole Year,1.0,,,,,0.0,,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Coriander,Whole Year,2.0,,,,,,0.0,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Dry chillies,Whole Year,82.0,,,44.0,,,0.54,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Ginger,Whole Year,13.0,,,14.0,,,1.08,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Jowar,Whole Year,109.0,,,94.0,,,0.86,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Sweet potato,Whole Year,76.0,,,390.0,,,5.13,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2015,Turmeric,Whole Year,55.0,,,40.0,,,0.73,25.0192602739726,1601.9299999999998,66.98904109589041
Chhattisgarh,Dantewada,2016,Banana,Whole Year,60.0,,,1238.0,,,20.63,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Coriander,Whole Year,11.0,,,3.0,,,0.27,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Dry chillies,Whole Year,85.0,,,25.0,,,0.29,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Ginger,Whole Year,5.0,,,6.0,,,1.2,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Jowar,Whole Year,106.0,,,196.0,,,1.85,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Sweet potato,Whole Year,76.0,,,377.0,,,4.96,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2016,Turmeric,Whole Year,62.0,,,49.0,,,0.79,25.1536612021858,1715.25,65.72937158469945
Chhattisgarh,Dantewada,2017,Banana,Whole Year,44.0,,,369.0,,,8.39,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Coriander,Whole Year,2.0,,,1.0,,,0.5,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Dry chillies,Whole Year,86.0,,,19.0,,,0.22,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Garlic,Whole Year,1.0,,,3.0,,,3.0,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Ginger,Whole Year,6.0,,,6.0,,,1.0,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Jowar,Whole Year,70.0,,,68.0,,,0.97,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Sweet potato,Whole Year,68.0,,,355.0,,,5.22,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2017,Turmeric,Whole Year,49.0,,,31.0,,,0.63,25.116739726027397,1739.51,64.72786301369864
Chhattisgarh,Dantewada,2018,Banana,Whole Year,60.0,,,1492.0,,,24.87,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Coriander,Whole Year,3.0,,,1.0,,,0.33,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Dry chillies,Whole Year,73.0,,,9.0,,,0.12,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Garlic,Whole Year,1.0,,,4.0,,,4.0,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Ginger,Whole Year,5.0,,,,,,0.0,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Jowar,Whole Year,76.0,,,92.0,,,1.21,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Sweet potato,Whole Year,87.0,,,,,,0.0,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2018,Turmeric,Whole Year,51.0,,,56.0,,,1.1,24.78408219178082,1415.23,64.70953424657534
Chhattisgarh,Dantewada,2019,Banana,Whole Year,33.0,,,1492.0,,,45.21,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Coriander,Whole Year,6.0,,,2.0,,,0.33,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Dry chillies,Whole Year,58.0,,,23.0,,,0.4,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Ginger,Whole Year,2.0,,,2.0,,,1.0,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Jowar,Whole Year,17.0,,,27.0,,,1.59,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Onion,Whole Year,1.0,,,,,,0.0,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Sunflower,Whole Year,3.0,,,1.0,,,0.33,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Sweet potato,Whole Year,53.0,,,383.0,,,7.23,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2019,Turmeric,Whole Year,27.0,,,30.0,,,1.11,25.392109589041098,1972.92,66.27235616438355
Chhattisgarh,Dantewada,2020,Banana,Whole Year,19.0,,,406.0,,,21.37,24.78377049180328,1667.07,71.39483606557377
Chhattisgarh,Dantewada,2020,Coriander,Whole Year,1.0,,,1.0,,,1.0,24.78377049180328,1667.07,71.39483606557377
Chhattisgarh,Dantewada,2020,Dry chillies,Whole Year,24.0,,,8.0,,,0.33,24.78377049180328,1667.07,71.39483606557377
Chhattisgarh,Dantewada,2020,Ginger,Whole Year,2.0,,,3.0,,,1.5,24.78377049180328,1667.07,71.39483606557377
Chhattisgarh,Dantewada,2020,Jowar,Whole Year,11.0,,,18.0,,,1.64,24.78377049180328,1667.07,71.39483606557377
Chhattisgarh,Dantewada,2020,Sweet potato,Whole Year,20.0,,,106.0,,,5.3,24.78377049180328,1667.07,71.39483606557377
